,overall_severity,X
373,4.0,"['fat', 'as', 'low', 'life', 'bitch', 'fat', 'as', 'low', 'life', 'bitch']"
374,4.0,"['tootsy', 'eww', 'gon', 'na', 'kick', 'yoo', 'as', 'as', 'kick', 'yoo', 'as']"
375,4.0,"['face', 'mess', 'get', 'dog', 'something', 'different', 'chew', 'face', 'mess', 'get', 'dog', 'something', 'different', 'chew', 'face', 'mess', 'get', 'dog', 'something', 'different', 'chew']"
376,4.0,"['hate', 'hate', 'as', 'hole', 'hate', 'france', 'one', 'best', 'friend', 'as', 'hole']"
377,4.0,"['ndd', 'yuu', 'caint', 'tlkk', 'muchh', 'qurls', 'hav', 'yuu', 'seen', 'yurselff', 'hahahahahah', 'noooo', 'bxtch', 'yew', 'seen', 'yo', 'self', 'r', 'ya', 'ugly', 'as', 'bxtch', 'yew', 'seen', 'yo', 'self', 'r', 'ya', 'ugly', 'as', 'bxtch']"
378,4.0,"['shes', 'hoe', 'fact', 'shes', 'hoe', 'hoe']"
379,4.0,"['lick', 'dick', 'lick', 'dick', 'lick', 'dick']"
380,4.0,"['q', 'call', 'someone', 'gross', 'us', 'curse', 'angry', 'tone', 'im', 'disgusted', 'shes', 'gross']"
381,4.0,"['us', 'flaming', 'gay', 'make', 'fun', 'handicapped', 'mentally', 'ill', 'us', 'racist', 'nigger', 'white', 'trash', 'flaming', 'gay', 'handicapped', 'nigger']"
382,4.0,"['let', 'see', 'born', 'th', 'ghetto', 'si', 'wtfuhh', 'know', 'bout', 'tht', 'cuhh', 'ahaha', 'damn', 'thing', 'get', 'level', 'trickk', 'show', 'name', 'catchh', 'ahh', 'fade', 'lil', 'homiee', 'know', 'dont', 'stay', 'away', 'come', 'find', 'bxtch', '33', 'know', 'dont', 'stay', 'away', 'come', 'find', 'bxtch', '33', 'entire', 'question']"
383,4.0,"['attitude', 'fake', 'personality', 'stfu', 'stfu']"
384,4.0,"['ugly', 'ugly', 'ugly']"
385,4.0,"['name', 'vagina']"
386,3.0,"['threat', 'back', 'threat']"
387,3.0,"['colton', 'want', 'blowjob', 'blowjob', 'ahahahahahaha', 'sure']"
