,overall_severity,X
94,6.0,"['kikk', 'as', 'vvv', 'haha', 'wtf', 'try', 'bitch', 'dare', 'yuh', 'kikk', 'as', 'vvv', 'haha', 'wtf', 'try', 'bitch', 'dare', 'yuh']"
95,6.0,"['admit', 'ur', 'lesbian', 'drug', 'addict', 'hopp', 'stfu', 'dont', 'know', 'lesbian', 'drug', 'addict', 'lesbian', 'drug', 'addict', 'flirt']"
96,6.0,"['give', '50', 'minute', 'hard', 'sex', 'as', 'dont', 'lie', 'know', 'want', 'motherfucking', 'perv', 'go', 'fuck', 'grandpa', 'sex', 'as', 'fuck', 'grandpa', 'give', '50', 'minute', 'hard', 'sex', 'as', 'dont', 'lie', 'know', 'want', 'know', 'motherfucking', 'perv', 'go', 'fuck', 'grandpa']"
97,6.0,"['bet', 'yu', 'wont', 'touch', 'hoe', 'cu', 'got', 'coming', 'way', 'bitch', 'duh', 'got', 'kumin', 'way', 'dum', 'hoe', 'take', 'shit', 'anonomous', 'oh', 'yeah', 'mite', 'amber', 'shes', 'fuking', 'pussy', 'dnt', 'wurry', 'u', 'kall', 'got', 'sum', 'one', 'amaberr', 'buh', 'hoe', 'gotss', 'plenty', 'hoe', 'bitch', 'shes', 'fuking', 'pussy']"
98,6.0,"['hope', 'yhu', 'dnt', 'thinkkk', 'yhur', 'prety', 'casue', 'yhur', 'life', 'juss', 'get', 'lowerr', 'day', 'keep', 'talking', 'shit', 'shit']"
99,6.0,"['bitchhh', 'trickk', 'jus', 'know', 'tht', 'wood', 'yo', 'momma', 'ha', 'momma', 'dare', 'step', 'agen', 'betchu', 'win', 'tranny', 'uh', 'huh', 'okayyy', 'ill', 'make', 'sure', 'ill', 'step', 'tew', 'buhh', 'aint', 'gun', 'tell', 'u', 'wen', 'mattah', 'fakt', 'hope', 'u', 'dere', 'anonomous', 'hunnny', 'u', 'skared', 'u', 'gottah', 'anonomous', 'bitchhh', 'trickk', 'jus', 'know', 'tht', 'wood', 'yo', 'momma', 'ha', 'momma', 'dare', 'step', 'agen', 'betchu', 'win', 'tranny', 'bitchhh', 'yo', 'momma', 'tranny', 'yall', 'annoyin']"
100,6.0,"['hey', 'bitch', 'talk', 'shit', 'name', 'calling', 'bitch']"
101,6.0,"['fuk', 'yall', 'betches', 'arron', 'really', 'need', 'get', 'as', 'call', 'bitch', 'idc', 'know', 'think', 'retarded', 'hella', 'ugly', 'dont', 'put', 'pic', 'body', 'wen', 'got', 'nice', 'one', 'naah', 'nigga', 'fuck', 'fuk', 'yall', 'betches', 'u', 'really', 'need', 'get', 'as', 'call', 'bitch', 'think', 'retarded', 'hella', 'ugly', 'nigga', 'fuck']"
102,6.0,"['motherfucker', 'motherfucker', 'motherfucker']"
103,6.0,"['want', 'hairy', 'as', 'lick', 'fuck', 'using', 'unwanted', 'sexual', 'advance', 'want', 'hairy', 'as', 'lick', 'fuck', 'shut', 'fuck', 'bet', '50', 'year', 'old', 'perv']"
104,6.0,"['get', 'friend', 'age', 'dumb', 'bitch', 'get', 'friend', 'age', 'dumb', 'bitch', 'get', 'friend', 'age', 'dumb', 'bitch', 'stfu']"
105,6.0,"['sarah', 'stanford', 'take', 'butthole', 'sarah', 'stanford', 'take', 'butthole']"
106,6.0,"['asian', 'chikety', 'china', 'chinese', 'chicken', 'asian', 'chikety', 'china', 'chinese', 'chicken']"
107,6.0,"['stupid', 'bitchhh', 'stupid', 'bitchhh', 'stupid', 'bitchhh', 'hop', 'ashlie', 'formspring']"
108,6.0,"['whore', 'whore', 'whore']"
109,6.0,"['u', 'know', 'u', 'wernt', 'whore', 'bitch', 'people', 'wouldnt', 'haten', 'u', 'stop', 'calling', 'people', 'fat', 'stop', 'telling', 'stupid', 'stop', 'fucking', 'calling', 'emo', 'well', 'cool', 'okay', 'fatass', 'bitchh', 'u', 'know', 'u', 'wernt', 'whore', 'bitch', 'fatass', 'bitchh', 'u', 'know', 'u', 'wernt', 'whore', 'bitch', 'people', 'wouldnt', 'haten', 'u', 'okay', 'fatass', 'bitchh']"
110,6.0,"['u', 'hoe', 'u', 'hoe', 'hoe']"
111,6.0,"['ur', 'fukin', 'sexyvv', 'dont', 'listen', 'fuk', 'fuk']"
112,6.0,"['one', 'ugly', 'hoe', 'againnn', 'dumb', 'hoe', 'really', 'actually', 'think', 'would', 'waste', 'time', 'talking', '16', 'sophomore', 'would', 'want', 'friend', '13', 'year', 'old', 'girl', 'going', '8th', 'grade', 'especially', 'since', 'one', 'ugly', 'hoe', 'againnn', 'dumb', 'hoe']"
113,6.0,"['dumb', 'as', 'fucking', 'idiot', 'fucking', 'idiot', 'uhhh', 'nice', 'spelling', 'dumb', 'as', 'r', 'c', 'e', 'r', 'n', 'l', 'nr', 'hell', 'fucking', 'idiot']"
114,6.0,"['betch', 'lil', 'slut', 'want', 'dead', 'wan', 'na', 'lil', 'slut', 'hey', 'betch', 'wan', 'na', 'lil', 'slut', 'please', 'oh', 'lordy', 'stop', 'cuttin', 'eye']"
115,6.0,"['bitch', 'dumb', 'whore', 'dumb', 'whore', 'bitch', 'dumb', 'whore']"
116,6.0,"['fuck', 'brain', 'hoe', 'want', 'fuck', 'brain', 'hoe', 'fuck', 'brain']"
117,6.0,"['hot', 'give', 'woooddddddddddddddddddddddddddd', 'give', 'woood']"
118,6.0,"['wuhhddup', 'wit', 'ur', 'wannna', 'gangbangin', 'white', 'boy', 'look', 'hahaha', 'straight', 'lame', 'haha', 'aint', 'whit', 'boy', 'bitch', 'nigga', 'im', 'mexican', 'proud', 'get', 'fact', 'straight', 'bitch', 'tell', 'loser', 'nigga', 'get', 'life', 'dude', 'bitch', 'tell', 'loser', 'nigga', 'get', 'life', 'dude']"
119,6.0,"['austin', 'new', 'girllfriend', 'uglly', 'way', 'way', 'better', 'nasty', 'ass', 'willll', 'ever', 'ha', 'evven', 'youur', 'callled', 'bestfriend', 'katellyn', 'aggress', 'kristens', 'pretty', 'tighht', 'way', 'way', 'better', 'nasty', 'ass', 'willll', 'ever', 'austin', 'new', 'girllfriend', 'uglly', 'way', 'way', 'better', 'nasty', 'ass', 'willll', 'ever', 'ha', 'evven', 'youur', 'callled', 'bestfriend', 'katellyn', 'aggress']"
120,6.0,"['want', 'dead', 'want', 'dead', 'want', 'dead']"
121,6.0,"['calling', 'hoe', 'shit', 'cuz', 'bitch', 'justin', 'fucking', 'girl', 'friend', 'back', 'fuck', 'quit', 'throwing', 'self', 'whore', 'hoe', 'bitch', 'whore', 'one', 'calling', 'hoe', 'shit', 'cuz', 'bitch', 'justin', 'fucking', 'girl', 'friend', 'back', 'fuck', 'quit', 'throwing', 'self']"
122,6.0,"['formspring', 'brutally', 'raped', 'today', 'bitch', 'brutally', 'raped', 'today']"
123,6.0,"['find', 'someone', 'suck', '3inches', 'dick', 'hahaha', 'doubt', 'ever', 'happen', 'girl', 'like', 'pevert', 'douche', 'suck', '3inches', 'dick', 'girl', 'like', 'pevert', 'douche', 'find', 'someone', 'suck', '3inches', 'dick', 'hahaha', 'doubt', 'ever', 'happen', 'pevert', 'douche']"
124,6.0,"['shove', 'eat', 'one', 'got', 'told', 'suck', 'dick', 'eat', 'dick', 'eat', 'dick', 'shove', 'got', 'told', 'suck', 'dick', 'eat', 'one', 'eat', 'dick', 'shove', 'got', 'told', 'suck', 'dick', 'eat', 'one']"
125,6.0,"['chick', 'starting', 'shit', 'back', 'chick', 'starting', 'shit', 'chick', 'starting', 'shit']"
126,6.0,"['haha', 'ewie', 'ugly', 'nasty', 'as', 'bitch', 'wishhh', 'ugly', 'fuckkk', 'ewie', 'ugly', 'nasty', 'as', 'bitch', 'ugly', 'nasty', 'as', 'bitch']"
127,6.0,"['fucking', 'stupid', 'like', 'seriously', 'mentally', 'retarded', 'stupid', 'fucking', 'stupid', 'like', 'seriously', 'mentally', 'retarded', 'stupid', 'fucking', 'stupid', 'seriously', 'mentally', 'retarded', 'stupid']"
128,6.0,"['hate', 'ur', 'fucking', 'gut', 'grossest', 'thing', 'ive', 'ever', 'seen', 'first', 'poster', 'insulting', '2nd', 'poster', 'saying', 'hate', 'gut', 'hate', 'ur', 'fucking', 'gut', 'grossest', 'thing', 'ive', 'ever', 'seen', 'shut', 'mouth', 'better', 'depending', 'girl', 'haha']"
129,6.0,"['ur', 'ugly', 'common', 'mean', 'alot', 'ur', 'ugly', 'common']"
130,6.0,"['screwyou', 'blow', 'blow']"
131,6.0,"['faggot', 'faggot', 'ur', 'straight', 'lying', 'faggot', 'anonymously', 'pussy', 'duecessss']"
132,6.0,"['wan', 'na', 'fuck', 'fuck', 'wan', 'na', 'fuck']"
133,6.0,"['faggot', 'going', 'edc', 'god', 'damn', 'almost', 'much', 'bitch', 'thad', 'near', 'zach', 'least', 'faggot', 'going', 'edc', 'god', 'damn', 'almost', 'much', 'bitch', 'thad', 'faggot', 'going', 'edc', 'god', 'damn', 'almost', 'much', 'bitch']"
134,6.0,"['name', 'fuck', 'fuck', 'son']"
135,6.0,"['yuh', 'n333d', 'k', 'y0', 'm0uth', 'datz', 'wat', 'yo', 'mom', 'need', 'bxtch', 'as', 'hoe', 'hoop', 'da', 'fuk', 'mi', 'ish', 'nd', 'kum', 'swallow', 'bulletz', 'hoe', 'datz', 'wat', 'yo', 'mom', 'need', 'bxtch', 'as', 'hoe', 'hoop', 'da', 'fuk', 'mi', 'ish', 'nd', 'kum', 'swallow', 'bulletz', 'hoe']"
136,6.0,"['crazi', 'nigka', 'suk', 'big', 'as', 'dik', 'nigka', 'suk', 'big', 'as', 'dik', 'lol', 'nigka', 'suk', 'big', 'as', 'dik']"
137,6.0,"['gunn', 'fite', 'u', 'wannah', 'fite', 'amberr', 'soft']"
138,6.0,"['big', 'dick', 'name', 'kum', 'den', 'wit', 'dat', 'big', 'dick']"
139,6.0,"['douchebags', 'shove', 'penis', 'throat', 'douchebags', 'shove', 'penis', 'throat', 'shove', 'penis', 'throat']"
140,6.0,"['wtf', 'bxtch', 'get', 'da', 'ful', 'hea', 'wid', 'dat', 'ish', 'wtf', 'bxtch', 'get', 'da', 'fuk', 'hea', 'wid', 'dat', 'ish', 'wut', 'luk', 'lyke', 'wtf', 'bxtch', 'get', 'da', 'fuk', 'hea', 'wid', 'dat', 'ish', 'wut', 'luk', 'lyke']"
141,6.0,"['bitch', 'yo', 'ugly', 'as', 'go', 'suk', 'dik', 'nigka', 'yo', 'ugly', 'as']"
142,6.0,"['wtf', 'get', 'outa', 'hea', 'bxtch', 'wtf', 'wtf', 'get', 'outa', 'hea', 'bxtch']"
143,6.0,"['im', 'never', 'going', 'see', 'little', 'pathetic', 'self', 'daniela', 'happy', 'going', 'stop', 'looking', 'like', 'hoe', 'pathetic', 'hoe', 'im', 'never', 'going', 'see', 'little', 'pathetic', 'self', 'going', 'stop', 'looking', 'like', 'hoe']"
144,6.0,"['referring', 'user', 'dumbass', 'pedifile', 'learning', 'age', 'dumbass', 'pedifile', 'dumbass', 'pedifile']"
145,6.0,"['still', 'alive', 'still', 'alive', 'still', 'alive']"
146,6.0,"['hey', 'dont', 'go', 'kill', 'alot', 'ppl', 'would', 'really', 'happy', 'hey', 'dont', 'go', 'kill', 'alot', 'ppl', 'would', 'really', 'happy']"
147,6.0,"['okae', 'bitch', 'dont', 'got', 'quick', 'comeback', 'fucking', 'fake', 'okae', 'bitch', 'dont', 'got', 'quick', 'comeback', 'fucking', 'fake', 'bitch', 'fucking', 'fake', 'accusatory', 'hurtful', 'tone']"
148,6.0,"['asshole', 'asshole', 'asshole', 'name', 'calling']"
149,6.0,"['ugly', 'ugly', 'ugly']"
150,6.0,"['dead', 'give', 'away', 'dumbass', 'suck', 'cunt', 'fake', 'dumbass', 'suck', 'cunt', 'suck', 'cunt']"
151,6.0,"['still', 'bitch', 'thattss', 'tlking', 'shittt', 'bitch', 'still', 'bitch', 'talking', 'shit']"
152,6.0,"['nobody', 'like', 'stop', 'talking', 'friend', 'nobody', 'like', 'think', 'hot', 'shit', 'thats', 'whats', 'annoying', 'bye', 'failed', 'rapist', 'nobody', 'like', 'think', 'hot', 'shit', 'thats', 'whats', 'annoying', 'bye', 'failed', 'rapist']"
153,6.0,"['sure', 'hell', 'look', 'like', 'dog', 'q', 'say', 'look', 'like', 'dog', 'angry', 'tone', 'responds', 'tone', 'provokes', 'look', 'like', 'dog', 'gon', 'na']"
154,6.0,"['keep', 'saying', 'shit', 'ill', 'kill', 'ill', 'kill', 'ya', 'ill', 'kill']"
155,6.0,"['nigga', 'suck', 'nigga', 'nigga']"
156,6.0,"['ugly', 'ugly', 'momma', 'ugly', 'momma']"
157,6.0,"['bitch', 'fuck', 'bitch', 'fuck', 'bitch']"
158,6.0,"['dont', 'even', 'fucking', 'fake', 'stop', 'fucking', 'bullshit', 'get', 'life', 'jezuss', 'old', 'kid', 'lifeless', 'bitch', 'need', 'help', 'stop', 'fucking', 'bullshit', 'get', 'life', 'get', 'life', 'jezuss', 'old', 'kid', 'lifeless', 'bitch', 'need', 'help']"
159,6.0,"['look', 'like', 'give', 'flying', 'fuck', 'friendless', 'faggot', 'friendless', 'faggot', 'faggot']"
160,6.0,"['maybe', 'ur', 'mom', 'dick', 'second', 'poster', 'gave', 'offensive', 'insulting', 'answer', 'simple', 'question', 'maybe', 'ur', 'mom', 'dick']"
161,6.0,"['dude', 'fucken', 'fagget', 'fagget', 'bitch', 'dude', 'fucken', 'fagget', 'ahahaha']"
162,6.0,"['retarded', '3', 'wow', 'ashleeee', 'fake', 'amuse', 'lmao', 'okay', 'retarded', 'keep', 'page', 'upp', 'call', 'people', 'retarded']"
163,6.0,"['fucking', 'ugly', 'fucking', 'ugly', 'like', 'mom', 'fucking', 'ugly', 'like', 'mom']"
164,6.0,"['damn', 'self', 'fucking', 'mental', 'need', 'stfu', 'get', 'life', 'comeback', 'suck', 'whole', 'post', 'think', 'need', 'stfu', 'get', 'damn', 'life', 'instead', 'beng', 'faking', 'girl']"
165,6.0,"['love', 'ram', 'metal', 'pole', 'as', 'hi', 'smelly', 'rotten', 'poo', 'smell', 'like', 'pig', 'vomit', 'go', 'toilet', 'wondered', 'smell', 'missed', 'toilet', 'fell', 'ugly', 'clothes', 'poor', 'stink', 'like', 'hamster', 'poo', 'love', 'ram', 'metal', 'pole', 'as', 'smelly', 'rotten', 'vomit', 'poo', 'ugly', 'poor', 'stink', 'love', 'ram', 'metal', 'pole', 'as']"
166,6.0,"['ugly', 'bitch', 'look', 'like', 'man', 'fuckin', 'ugly', 'bitch', 'look', 'like', 'man', 'face', 'fuckin', 'ugly', 'bitch']"
167,6.0,"['hope', 'asswhole', 'get', 'sniffed', 'aid', 'hope', 'get', 'aid', 'hope', 'asswhole', 'get', 'sniffed', 'aid', 'hope', 'get', 'aid', 'asswhole', 'aid']"
168,6.0,"['entire', 'question', 'answer', 'bitch', 'stfu', 'bitch']"
169,6.0,"['bitch', 'bitch', 'bitch']"
170,6.0,"['slut', 'leave', 'betty', 'alone', 'cunt', 'face', 'slut', 'slut', 'leave', 'betty', 'alone', 'cunt', 'face', 'slut', 'slut', 'leave', 'betty', 'alone', 'cunt', 'face']"
171,6.0,"['ew', 'wuld', 'never', 'jelous', 'ur', 'life', 'coke', 'yup', 'thats', 'drug', 'u', 'still', 'seem', 'handle', 'lot', 'one', 'give', 'flying', 'fuck', 'ur', 'life', 'leave', 'andrew', 'fuck', 'alone', 'bc', 'u', 'hate', 'firey', 'cunt', 'one', 'give', 'flying', 'fuck', 'ur', 'life', 'ew', 'wuld', 'never', 'jelous', 'ur', 'life', 'coke', 'yup', 'thats', 'drug', 'u', 'still', 'seem', 'handle', 'lot', 'one', 'give', 'flying', 'fuck', 'ur', 'life', 'leave', 'andrew', 'fuck', 'alone', 'bc', 'u', 'hate', 'firey', 'cunt', 'haha', 'coke', 'idiot', 'dont', 'give', 'fuck', 'guy', 'one', 'commenting', 'formspring', 'shut']"
172,5.0,"['fake', 'fake']"
173,5.0,"['beach', 'fucking', 'shit', 'daddy', 'soccer', 'faggot', 'faggot', 'beach', 'fucking', 'shit', 'daddy', 'soccer', 'faggot']"
174,5.0,"['stupid', 'dumbass', 'stupid', 'stupid']"
175,5.0,"['http', 'www', 'meatspin', 'com', 'posting', 'link', 'pornographic', 'website']"
176,5.0,"['wtf', 'bxtch', 'bxtch', 'wtf', 'bxtch', 'ianit', 'gayy', 'nd', 'da', 'fukk', 'anit', 'lyke', 'wat', 'iluk', 'lyke', 'ionly', 'gurlz', 'clea', 'bxtch', 'suck', 'bitch', 'gay']"
177,5.0,"['kill', 'someone', 'tell', 'going', 'kill']"
178,5.0,"['ew', 'gross', 'ugly', 'bitch', 'ew', 'gross', 'ugly', 'bitch', 'gross', 'bitch']"
179,5.0,"['suck', 'dick', 'alluding', 'fact', 'person', 'slut', 'could', '2', 'friend', 'joking', 'suck', 'dick']"
180,5.0,"['go', 'hell', 'ugly', 'go', 'hell', 'go', 'hell', 'ugly', 'wannabe', 'scene', 'chick', 'go', 'hell', 'go', 'hell', 'ugly', 'wannabe', 'scene', 'chick']"
181,5.0,"['bitch', 'kant', 'rapp', 'niquah', 'suk', 'dik', 'pussy', 'bitch', 'kant', 'rapp', 'niqquh', 'suk', 'dik', 'pussy', 'whole', 'context']"
182,5.0,"['b', 'h', 'b3', 'pump', 'n', 'z', 'k', 'n', 'y0', '3', 'r', 's0', 'h', 'rd', 'dam', 'bruh', 'bust3d', 'l0', '0f', 'cum', 'n', 'm0mmasz', 'ha', 'r', 'sh3', 'mo', 'sturizin', 'do3', 'p', 'cture', 'y0', 'va', 'gin', 't0', 'be3', 'h', 'ry', 'n', 'h', 'zzzz', 'w', 'l', 'munch', 'dat', 'n', 'ppy', 'brown', 'h', 'ry', 'h', 'n', 'puzzie', 'hoe', 'as', 'bxtch', 'bout', 'ya', 'show', 'yo', 'face', 'pussy', 'nd', 'stop', 'kuming', 'hidden', 'bout', 'ya', 'suk', 'mi', 'dik', 'nd', 'die', 'slowly', 'hoe', 'as', 'bixtch', 'suk', 'dik']"
183,5.0,"['fake', 'fake', 'lame', 'bitch', 'lame', 'bitch', 'fake', 'fake', 'calling', 'real', 'hailey', 'fake', 'formspring', 'lame', 'bitch', 'lame', 'leaving', 'stupid', 'username']"
184,5.0,"['b3', 'pu', 'n', 'pu', 'zzy', '0n', 'd3', 'burn', 'n', '3c0nd', 'l', '0', 'd0', 'b3', 'd33p', 'thr0', 'n', 'vv0rld', 'c', 'n', 'h0v3', '13', 'nch3', 'd0wn', 'hr0', '0nc3', 'n', 'ly', 'nq']"
185,5.0,"['punch', 'face', 'told', 'monitor', 'punch', 'face', 'told', 'monitor', 'punch', 'face', 'like']"
186,5.0,"['biiitch', 'u', 'havnt', 'even', 'deleted', 'monster', 'yaa', 'biiittch', 'name', 'calling', 'bitch']"
187,5.0,"['stupidddd', 'stupid', 'stupid', 'stfu', 'stupid', 'stupidddd', 'delete', 'accountt']"
188,5.0,"['call', 'bitch', 'bitch', 'bitch']"
189,5.0,"['fucking', 'hope', 'move', 'bitch', 'saying', 'hope', 'bitch', 'move', 'away', 'fucking', 'hope', 'move', 'bitch']"
190,5.0,"['hoe', 'desperate', 'want', 'deep', 'throat', 'hoe', 'cute', 'lolss', 'yall', 'hoe', 'desperatee', 'as', 'fuckk', 'myy', 'niggahh', 'dont', 'want', 'yall', 'brahh', 'get', 'real', 'lmao', 'deep', 'throat', 'hoee', 'yew', 'nastyy', 'dhat', 'shxt', 'aint', 'ckutee', 'watchh', 'yew', 'gon', 'catchh', 'sum', 'shxt', 'hoe', 'like', 'seriouslyy', 'dhat', 'aint', 'ckute', 'anywayss', 'sliden', 'daddyy']"
191,5.0,"['im', 'girl', 'make', 'sandwich', 'make', 'sandwich']"
192,5.0,"['nope', 'actually', 'life', 'coughcough', 'unlike', 'lonely', 'pathetic', 'ugly', 'lowlife', 'man', 'woman', 'life', 'event', 'staying', 'formspring', 'creating', 'fake', 'starting', 'shit', 'seriously', 'bitch', 'end', 'story', 'kcoolbye', 'life', 'show', 'face', 'anonymous', 'actually', 'life', 'unlike', 'lonely', 'pathetic', 'ugly', 'lowlife', 'man', 'woman', 'life', 'event', 'staying', 'formspring', 'creating', 'fake', 'starting', 'shit', 'bitch', 'lonely', 'pathetic', 'ugly', 'lowlife', 'man', 'woman', 'life', 'event', 'staying', 'formspring', 'creating', 'fake', 'starting', 'shit']"
193,5.0,"['leave', 'texas', 'doesnt', 'want', 'anymore', 'leave', 'want', 'go', 'back', 'idaho', 'bad', 'dont', 'texas', 'doesnt', 'want', 'anymore', 'want', 'soo', 'leave', 'would', 'could', 'texas', 'state', 'want', 'gone', 'bad', 'buy', 'plane', 'ticket', 'hoe']"
