,overall_ans,overall_severity,X
2221,0,0.0,Q: When you looked at yourself in the mirror today  what was the first thing you thought?<br>A: i need to shower. haha
2222,0,0.0,Q: When you packing your stuff to leave and go somewhere for awhile  what is the first thing you make sure you have?<br>A: enough undies!! :)
2223,0,0.0,Q: When you say you don&#039;t care  do you mean it?<br>A: not always. but i don't say idc very much. haha
2224,0,0.0,Q: When you were little  what did you want to be when you grew up?<br>A: A writer. I wanted to be a writer creative novelist so bad.
2225,0,0.0,Q: When you were little did you ever ask your parents to buy you an umbrella rainbow hat? i did haha!!!<br>A: Nope. hah that'd be a good story to tell though if i did
2226,0,0.0,Q: When you were little did you ever go ahhh infront of the fan?<br>A: yup sure did
2227,0,0.0,Q: When&#039;s the last time you&#039;ve been sledding?<br>A: last snow season
2228,0,0.0,Q: where are yew from?<br>A: O H I O
2229,0,0.0,Q: where are you from thn ?<br>A: Where am I from? Ohio in the united states. I was born in Louisiana.
2230,0,0.0,Q: Where did you lay down last at?<br>A: my bed? haha
2231,0,0.0,Q: Where did you learn how to drive? I learned in the freeway lol i was paranoid as fuck!!!<br>A: on roads?
2232,0,0.0,Q: Where do you buy your groceries from?<br>A: kroger babay. its soooo better than walmart.
2233,0,0.0,Q: Where does most of your family live?<br>A: O H I O :]
2234,0,0.0,Q: Where does the toetag go on a dead person if they don&#039;t have toes?<br>A: On the nub? haha
2235,0,0.0,Q: where in ohio are you from?<br>A: Cincinnati. You?
2236,0,0.0,Q: where in the World do you live ?? I am in Wyoming in the States<br>A: OHIO in the states. hahahaha
2237,0,0.0,Q: where is Old Zealand?<br>A: i didnt know there was an OLD zealand.
2238,0,0.0,Q: Where is your biological mother right now?<br>A: Idk.
2239,0,0.0,Q: Where was the last place you visited for days?<br>A: my parents
2240,0,0.0,Q: Where were you born?<br>A: fort polk  louisiana. in the united states. it was a military base.
2241,0,0.0,Q: Where would you be able to spend hours and be happy?<br>A: in my head.
2242,0,0.0,Q: Where would you bury hidden treasure if you had some?<br>A: In a graveyard. Muuuuahhhahaha
2243,0,0.0,Q: Where you do want to grow old?<br>A: Somewhere in my own land  living off of what I can do and grow and live. be self sustainable and not apart of society.
2244,0,0.0,Q: where you from??<br>A: ohio  usa
2245,0,0.0,Q: Which are better:  Legos or Lincoln Logs?<br>A: Legos.
2246,0,0.0,Q: Which cartoon character do you resemble the most?<br>A: tommy pickles. from rugrats
2247,0,0.0,Q: which celebrity do you think  is the most overrated?<br>A: hmm..paris hilton
2248,0,0.0,Q: Which do you think is more likely  aliens or zombies?<br>A: both. hahaha aliens may not be these crazy green martians that have lasers for eyes and slime coming out of their heads..but just another form of being from another planet or galaxy. So i believe in aliens. yes. :) r as far as zombies. i believe it'll be  not in my generation or kids generation hopefullly.. but it'll be a genetic mutation that takes over the brain-that is created by some idiot scientist that works for the government and wants to take out a country or some kind of blahh bullshit. and it'll become out of control. and take over. i believe this  one day..somehow . somewhere. it'll start and its already slowly taking hold of society
2249,0,0.0,Q: which do you think is stronger: love or happiness?<br>A: happiness. always.
2250,0,0.0,Q: Which do you use more  your computer or your mobile phone<br>A: hmmmm.. prolly computer honestly
2251,0,0.0,Q: which is better  twitter or formspring?<br>A: formspring
2252,0,0.0,Q: Which is better yogurt or pudding? What&#039;s your favorite flavor?<br>A: Yogurt!! and blueberry :]
2253,0,0.0,Q: Which is more annoying  being caught in the rain without an umbrella  or finding out you don&#039;t have enough money to pay for something you really need?<br>A: the 2nd one!!!
2254,0,0.0,Q: Which is more appealing to you?  Sun  moon  or stars?<br>A: Stars :]
2255,0,0.0,Q: Which is the song that makes you cry?<br>A: Hmmm i dont have one right off hand?
2256,0,0.0,Q: Which is your favorite day of the week? why?<br>A: thursday. its always overlooked. ahaha
2257,0,0.0,Q: Which Power Ranger is the best?<br>A: The yellow one!
2258,1,2.0,"Q: Who are the 3 most overrated musicians? A: Hmm..overrated?r r Taylor Swiftr Jonas Brothersr Miranda Lambert""""""overrated"""""""
2259,0,0.0,Q: Who cooks best your mother or your father?<br>A: depends on what they're cooking. my dad makes amazing lasagna  chili and veggie soup. but my ma makes awesome fried chicken and wedges and mashes taters and baked ham.oh my!!
2260,0,0.0,Q: Who do you want to grow old and grey with?<br>A: Timothy
2261,0,0.0,Q: who inspires you the most?<br>A: GOD.
2262,0,0.0,Q: Who is the biggest gossiper you know?<br>A: My grandmother. It's pathetic really.
2263,0,0.0,Q: Who is the most annoying celebrity?<br>A: paris hilton
2264,0,0.0,Q: Who is the person you trust most?<br>A: God.
2265,0,0.0,Q: Who is the wind beneath your wings?<br>A: God.
2266,0,0.0,Q: Who is your favorite comedian?<br>A: i really like dane cook
2267,0,0.0,Q: Who is your favorite Star Wars character?<br>A: didnt get into star wars much actually
2268,0,0.0,Q: Who is your idol?<br>A: GOD
2269,0,0.0,Q: Who is your loudest friend?<br>A: me.
2270,0,0.0,Q: Who was the last person to call you?<br>A: dad.
2271,0,0.0,Q: Who was the last person to make you laugh the hardest?<br>A: Timmy. He held me down and tickled me
2272,0,0.0,Q: Who was the last person to piss you off?<br>A: timothy
2273,0,0.0,Q: Who was the last person you hugged?<br>A: timothy.
2274,0,0.0,Q: Who was your first celebrity crush?<br>A: didnt have one
2275,0,0.0,Q: Who were the last people you ate with?<br>A: timothy. and my fishy Arnold. :) I named him Arnold after the tv show hey! arnold. Have you seen that movie?haha
2276,0,0.0,Q: Who would make a better spy...a woman or a man?<br>A: depends on who their spying on.....
2277,0,0.0,Q: Who would you most like to be stuck in an elevator with? Least like?<br>A: Hmm..a new person that likes to talk and is intersting. least like....a creepy stalker dude.
2278,0,0.0,Q: Who&#039;s better?  Superman or Spiderman?<br>A: spiderman.
2279,0,0.0,Q: Who&#039;s the most talented person you know?<br>A: hmm ...my daddy :)
2280,0,0.0,Q: Who&#039;s your favorite superhero?<br>A: Ehhh i guess spiderman
2281,0,0.0,Q: Whom do you most look like in your family?<br>A: my sister. :0
2282,0,0.0,Q: Whos the best person to talk to online?:<br>A: i like talking to jenny
2283,1,1.3333333333333333,"get off my page""""""whose betaa www.formspring.me/KayDollBitchh or www.formspring.me/rubinathy15"""""""
2284,0,0.0,na
2285,0,0.0,Q: Why are people being so hateful?<br>A: idk. how are they being hatefull?
2286,0,0.0,Q: Why are people so mean about prostitues?(No I don;t support their life style.) I mean most of them are scared to die if they do not do what they are told.<br>A: I don't know really. You ask a lot of prostitue questions though  I'll tell you that. haha i guess because they've prolly never grown up being told thats not how life should or has to be..
2287,0,0.0,Q: why arent you wearing pants?<br>A: How'd you know that  im in gym shorts currently?
2288,0,0.0,Q: why did you choose nursing?<br>A: my little brother had cancer when he was 2. thats what i can honestly say made me want to become a nurse. helping people. I feel its something I can do :] r And I like to talk and keep spirits up sooo it fits me i think..
2289,0,0.0,Q: Why did you make a FS account?<br>A: because myspace is dead and FB is overrated. :) plus to expand my brain powers
2290,0,0.0,Q: why do butterflies die after a week? (you can make a creative answer =)<br>A: do they die after a week :(
2291,0,0.0,Q: Why do doctors leave the room when you change? They&#039;re going to see you naked anyway.<br>A: Comfortness.
2292,0,0.0,Q: Why do girls let their guys do it anal? like i think its like leading my man to go fuck a guy!!! Thats a no no to me!!<br>A: I dont. and yes i see what your saying but not really cause guys are different than how we think. I think it more the forbidden territory to them so that's why they get so turned on when thinkin about doing it in the butt. haha Just don't do it  if your not comfortable doing it.
2293,0,0.0,Q: Why do hot dogs come in packs of ten while hot dog buns only come in packs of 8?<br>A: To make life a little less inconvient for the every day hot dog eater.
2294,0,0.0,Q: Why do most people feel the need to be better than someone else?<br>A: We're all Human. its in some ours genetics i believe.
2295,0,0.0,Q: Why do people always think something can&#039;t happen to them  until it does?<br>A: the perks of being human i persume.
2296,0,0.0,Q: Why do people fear for no reason in your opinion?<br>A: excuse to stand out about something
2297,0,0.0,Q: Why do people feel weird when they forget their cellphone?<br>A: because so many people revolve they're lives around their cellulars. its pathetic really.
2298,0,0.0,Q: Why do people get smart attitudes for no reason?<br>A: I think there are always reasons. of course ;]
2299,0,0.0,Q: Why do people kill themselves if a certain person does not love them?<br>A: Because they feel they have noone else that will love them. but truly i dont understand why people do that?? its very confusing to me. There's only about a biazillion people in this world that you can meet and fall in love with...why end it for one individual. theres so much more out there!
2300,0,0.0,Q: Why do people say &quot;be yourself&quot; then they dislike people for being themselves?<br>A: thats a good question. r I don't understand that either. because this world is all backwards and people say all kinds of things that they dont mean but it doesnt mean they will do what they say. beauty of being a human. say what comes out of your mouth but your body does what your mind thinks  not what your mouth says.
2301,0,0.0,Q: Why do people think that swaying their arm back and forth would change the direction of a bowling ball?<br>A: Gravity.....?
2302,0,0.0,Q: Why do they put crutons in an air tight sealed bag? They are just pieces of stale bread to begin with  right?<br>A: Cause they'll get more stale and soft. Duhhhhh?
2303,0,0.0,Q: why do we say &quot;heads up&quot; when we actually duck?<br>A: because your supposed to look up and be aware something is going to potentially hit you in the head..therefore i do look up just quickly and aware!! you should do the same. think about it! :)
2304,0,0.0,Q: why do we yawn when we see other people yawning?<br>A: reaction. its weird but  i love it haha
2305,0,0.0,Q: why do you act the way you do?<br>A: It was mostly how i was raised and how i like to act myself. personally i like the way i am :]
2306,0,0.0,Q: why do you like being spammed?<br>A: i dont mind it because it gives me questions i guess
2307,0,0.0,Q: Why do you press harder on the remote-control when you know the battery is dead?<br>A: hope that it'll work? haha
2308,0,0.0,Q: Why do you think people contintue to argue even though one of them is ready to end the argument?<br>A: because there is nothing else to do.
2309,0,0.0,Q: Why do you think people cuss or curse?<br>A: because they have nothing smarter to say
2310,0,0.0,Q: Why do you think people get irrate over little things?<br>A: nothing else to do in life.
2311,0,0.0,Q: Why do you think people give smart ass answers to questions?<br>A: yes
2312,0,0.0,Q: Why do you think people have unprotected sex?<br>A: because they dont care
2313,0,0.0,Q: Why do you think people join gangs?<br>A: i have no idea. nothing else to do in life..
2314,0,0.0,Q: Why do you think people lie?<br>A: because they have nothing better to say
2315,0,0.0,Q: Why do you think people stalk other people?<br>A: yes
2316,0,0.0,Q: Why does a round pizza come in a square box?<br>A: I've soooo wondered that too!
2317,0,0.0,Q: why doesnt Tarzan have a beard?<br>A: he shaves.
2318,0,0.0,Q: why doesnt tarzan have a beard?<br>A: idk . good question.
2319,0,0.0,Q: why doesnt Winnie the Pooh ever get stung by the bees he messes with?<br>A: causes they can't have violence in the kids show. come on you knew that..hahah
2320,0,0.0,Q: why don&#039;t u answer ur phone?<br>A: idk dude. why do you call so much haha
2321,0,0.0,Q: why is it that another persons actions bother other people so badly?<br>A: idk. people have nothing else to concern themselves with other than what they can pick apart from other people. its a way to take attention off of their own flaws i believe.
2322,0,0.0,n/s
2323,0,0.0,Q: Why is it when something doesn&#039;t work we have this urge to physically abuse it?<br>A: control issues i guesss
2324,0,0.0,Q: Why is sex so talked about?<br>A: i didnt know it was
2325,0,0.0,Q: Why is there a disclaimer on the Allstate Auto Insurance commericals that says &quot;Not available in all states&quot;?<br>A: I have no idea. Haven't seen the commerical.
2326,0,0.0,Q: Why is there so much hate on FS?<br>A: Idk really. I never get hate on here?! :/
2327,0,0.0,Q: Why isnt there a mouse flavoured cat food?<br>A: i dont think so?
2328,0,0.0,Q: Why or why not should I delete my FS?<br>A: Because I want to ask you questions!!!! DONT DELETE your formspring!! :{
2329,0,0.0,Q: Why&#039;d you go to jail?<br>A: if your going to ask a question like that don't you think if im going to be honest with you  you should give me the respect of knowing who you are?
2330,1,4.666666666666667,"whyy dose rubinathy15 ask stoopid questions? erase the dum betch""calls rubinathy15 a """"dum bitch"""" and says they ask stoopid questions""Q: whyy dose rubinathy15 ask stoopid questions? erase the dum betch"
2331,0,0.0,Q: Will this weekend be a good one?<br>A: Idk  I don't really look forward to the weekend. Just means there's another week coming ahead.
2332,0,0.0,Q: Woot woot got a mytouch today lol just thought id share that with yall<br>A: nice. rub it in hahaha
2333,0,0.0,Q: Worst childhood memory?<br>A: i dont like to recollect worst thing in my life.
2334,0,0.0,Q: worst food you&#039;ve eaten that you almost throw up?<br>A: sour krawt. i hate that stuff for some reason.
2335,0,0.0,Q: Would a fly without wings be called a walk?<br>A: hahahah idk.
2336,0,0.0,Q: Would it bother you to never have personal time?<br>A: yes it would. it does now sometimes
2337,1,4.0,"""uses """"flaming gay"""" makes fun of the handicapped and mentally ill uses racist """"nigger"""" """"white trash""""""flaming gay handicapped nigger"
2338,0,0.0,Q: Would you act differently if you were rich?<br>A: i dont believe so. only that i would help more than i do now.
2339,0,0.0,Q: Would you actually want to live forever?<br>A: no i dont think so. i think it would prolly get lonesome watching everyone you grow to care about die and go on with out you. knowing that you'll never die.
2340,0,0.0,Q: Would you be a pirate?<br>A: yes of course. i would love to be a pirate. always. errrgg.
2341,0,0.0,Q: Would you be able to make it through basic training for the military?<br>A: yes i think so
2342,0,0.0,Q: Would you be afraid to find out someone you knew was in a mental hospital before?<br>A: nooo. id find it interesting to be honest.
2343,0,0.0,Q: Would you be willing to become extremely ugly physically if it meant you would live for 1 000 years at any physical age you chose?<br>A: yes.
2344,0,0.0,Q: Would you be willing to commit perjury in court for a close friend? What if your lie would save his life?<br>A: yes
2345,0,0.0,na
2346,0,0.0,Q: Would you consider yourself to be fashionable?<br>A: when i wanna be haha
2347,0,0.0,Q: Would you consider yourself to be spoiled?<br>A: Not at all.
2348,0,0.0,Q: Would you consider yourself to be spoiled?<br>A: Not at all. well i guess with timmy i am. he'll get me anything lol but not when I was a kid.
2349,0,0.0,Q: Would you describe yourself as an argumentative person?<br>A: sometimes and only when needed ;]
2350,0,0.0,Q: Would you ever allow your spouse to go to a strip club?<br>A: if thats what he'd wanna do then im not doing something right. so no but that shouldnt be an issue
2351,0,0.0,Q: Would you ever date someone covered in tattoos?<br>A: yes i am. well not covered but he has like 7
2352,0,0.0,Q: Would you ever date someone who was gorgeous but they had a conceited attitude?<br>A: Nahhh not worth the blahhh bullcrap.
2353,0,0.0,Q: Would you ever drunk drive?<br>A: I believe that is a really dumb question  hence the part of me answering the last question with me saying I had a dui. thanks for the indirect insult. So i guess the answer to your question is  No not anymore but I have! damn
2354,0,0.0,Q: Would you ever eat green eggs and ham?<br>A: I have already. theyr'e aswesome.
2355,0,0.0,Q: Would you ever have a long distance relationship?<br>A: never.
2356,0,0.0,na
2357,0,0.0,Q: Would you ever lick a hobo&#039;s foot?<br>A: YEsH hahahahaha wouldn't you??
2358,0,0.0,Q: Would you ever look down on someone else for having a abortion?<br>A: No.  Would you?
2359,0,0.0,Q: Would you ever play with a ouija board?<br>A: I have one actually and havent' yet but im wanting for a good reason to get it out and then i will :) we'll see what happens...ewwwwahhh eww. hahahaha
2360,0,0.0,Q: Would you ever prank your spouse if you got married?<br>A: yes
2361,0,0.0,Q: Would you ever save a prostitutes life?<br>A: Sure why not
2362,0,0.0,Q: Would you ever sell drugs if you were poor?<br>A: yep
2363,0,0.0,Q: Would you ever shave the side of  your head?<br>A: If someone would give me money to do it
2364,0,0.0,Q: Would you ever travel out of state to see a band that you like?<br>A: For shiz.
2365,0,0.0,Q: Would you ever try to summon the undead?<br>A: Nahh unless i wanted to talk to someone taken from me unexpectedly.
2366,0,0.0,Q: Would you ever wait tables at a restaurant?<br>A: i have before.
2367,0,0.0,Q: would you ever want to be famous? why or why not?<br>A: Nahh i dont think so. i like my privacy too much ;)
2368,0,0.0,Q: Would you ever want to swim with sharks?<br>A: Of course! I sure would :)
2369,0,0.0,Q: Would you find a lighter in your room if you were to look right now?<br>A: yes
2370,0,0.0,Q: Would you find a lighter in your room if you were to look right now?<br>A: Yes
2371,0,0.0,Q: Would you follow the white rabbit down the hole?<br>A: I would love to follow him :]r Absolutely!!!!!
2372,0,0.0,Q: Would you get high with me?<br>A: Yes. when and where?
2373,0,0.0,Q: Would you get mad if i sprayed shaving cream all over your face?? I would!!!<br>A: depends on how close we were at the time.
2374,0,0.0,Q: would you give a Homeless Person Money or food ??<br>A: yes i have before.
2375,0,0.0,Q: Would you help a person who just tried to kill you?<br>A: yes. for sure.
2376,0,0.0,Q: Would you let me see you get freaky?(random) lol<br>A: dont know you that well. ha and not probably
2377,0,0.0,Q: Would you like a massage?<br>A: yes love one
2378,0,2.333333333333333,Q: would you like fries with that?<br>A: i havent ate fries in a long time!
2379,0,0.0,Q: Would you like to go to space?<br>A: Yes if there were another way other than relying souly on mankind.
2380,0,0.0,Q: Would you marry Donald Trump for the money?<br>A: Heck no.
2381,0,0.0,Q: Would you rather be as big as an elephant or as small as a mouse?<br>A: big as an elephant :]
2382,0,0.0,Q: Would you rather be filthy rich with no friends or dirt poor with tons of friends and a dog?<br>A: dirt poor
2383,0,0.0,Q: would you rather be king/or queen of the universe for one year or get what you want for one year?<br>A: Queen being that im a lady. and Miss Universe to be more exact. That's be awesome! And what I want for one year..who wouldnt want that lol
2384,0,0.0,Q: Would you rather die a hero and fighting for someone you love but having to be in pain  or die peacefully and painless?<br>A: the first one :]r if i had to choose.
2385,0,0.0,Q: Would you rather eat a handful of dirt or a handful of dryer lint?<br>A: dirt. God made dirt and dirt dont hurt!! :)
2386,0,0.0,Q: Would you rather get stung by a large scorpion or bit by 300 mosquitoes?<br>A: scorpion as long as i wouldnt die
2387,0,0.0,Q: Would you rather get up early or sleep late?<br>A: In my head i'd like to get up early because i seem to get more done that way..but i usually end up sleeping in hahaha
2388,0,0.0,Q: Would you rather go a week without bathing  but be able to change your clothes  or a week without a change of clothes  but be able to bathe?<br>A: Hmmm..the second one i guess. but id have to go cammando.
2389,0,0.0,Q: Would you rather have a lovely day in with your family or go out partying with your friends?<br>A: lovely day in with my family :]
2390,0,0.0,Q: would you rather have a third leg or a third arm?<br>A: third arm :) i think i could do so much more haha
2391,0,0.0,Q: Would you rather have someone you couldlaugh with or someone who was serious all the time?<br>A: someone i could laugh with
2392,0,0.0,Q: would you rather have the nickname bodacious booty of killer knockers?<br>A: rather..none. I think they're kinda of degrading to the female race. But bodacious booty if i had to choose..haha
2393,0,0.0,Q: Would you rather have to live one year as an elf or a mermaid?<br>A: Mermaid.
2394,0,0.0,Q: Would you rather have uncontrollable drooling or be a bedwetter?<br>A: uncontrollable drooling hahahahhah good one.
2395,0,0.0,Q: Would you rather lose your memory or your vision?<br>A: vision.
2396,0,0.0,Q: Would you rather read a magazine or a book?r<br>A: book :]
2397,0,0.0,na
2398,0,0.0,Q: Would you reather have your heart be broken or break someones heart?<br>A: My heart be broken.
2399,0,0.0,Q: would you still consider your self as a true friend if you don&#039;t tell anyone but you allow your friend to do it? what&#039;s your opinion with that kind of a friend?<br>A: I think I would be a true friend. Now if your saying that my friend was in a relationship with another one of my friends that I knew were being screwed over? then that would be hard but the truth always comes out no matter what. and I dont believe its my place to do so. But as for them being what kind of friend. I just wouldn't trust them.
2400,0,0.0,na
2401,0,0.0,Q: Would you/have you ever kissed a female?<br>A: nope and nope
2402,0,0.0,Q: Wouldn&#039;t alot of people out of jobs if we understoond eveything? Can you name 3 job that would be gone?<br>A: Scientists. Doctors. Engineers. r Because we would all know how to do everything ourselves.
2403,0,0.0,Q: wow.. it&#039;s 7:54pm here haha.. what&#039;d you have for breakfast?<br>A: Thats funny. Nothing yet. But im hungry now that you mention it :]
2404,0,0.0,Q: Wow... someone wants to smell your FEET???<br>A: its prolly you.
2405,0,0.0,Q: Xentury has been a good sport. He took the nail polish off. Shayla is going to paint them again. Are you a good sport?<br>A: yeah i would say so.
2406,0,0.0,Q: Xentury&amp;Shayla are eating straight peanut butter. Is there anything you could eat all day?<br>A: Hmmm fruit!! :) any kind of fruit.
2407,0,0.0,Q: you a big time texter?<br>A: used to be until i got a super jealous boyfriend that doesn't like me to text anyone..
2408,0,0.0,Q: You accidentally eat some radioactive vegetables. They were good  and what&#039;s even cooler is that they endow you with the super-power of your choice! What&#039;s it gonna be?<br>A: Being able to control other peoples thoughts. hahahha
2409,0,0.0,Q: you are a cursed chameleon  and you can only live with one of these: having the ability to change your color or the ability to turn your eyes in two different directions. what would you choose? why?<br>A: the changing my color. I love that :]
2410,0,0.0,Q: You are on a flight from Honolulu to Chicago non-stop. There is a fire in the back of the plane. You get enough time to make ONE phone call. Who would you call?<br>A: My Dad :)
2411,0,0.0,Q: You are on a flight from Honolulu to Chicago non-stop. There is a fire in the back of the plane. You get enough time to make ONE phone call. Who would you call?<br>A: Uhh..i answered this i think  My Dad :) haha
2412,0,0.0,Q: You are walking down the street on your way to work. There is a dog drowning in the canal on the side of the street. Your boss has told you if you are late one more time you get fired. What do you do?<br>A: Save the dog and plea with my boss i was on the news for saving a drowning dogs life!! Too check it out and hope I don't lose my job. If I do...then there are plenty of jobs out there that need a working :) ha
2413,0,0.0,Q: You can cast any actor now alive to play you in a film about your life. Whom would you cast in the role?<br>A: hmm..i dont think there is anyone.
2414,0,0.0,Q: You can choose your method of dying and the place in which you will die. Where would you like to die and how?<br>A: Alone and in my sleep
2415,0,0.0,Q: You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:<br>A: Cajun Turkey and melted pepperjack cheese. Lettuce. Tomatoe. Miracle Whip/ lightly evenly spread. Pickles. Cucumber. Colby cheese sliced in a circle. &amp;&amp; all layered perfectly on a toasted whole wheat honey and oats Bun. Deliciousness! :]
2416,0,0.0,Q: You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:<br>A: Look down there....
2417,0,0.0,Q: You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:<br>A: repeat.
2418,0,0.0,Q: You can select one person from history and ask them a question to which they must give a thruthful reply. Whom would you select  and what question would you ask?<br>A: King tut. how he built the pyrmids?
2419,0,0.0,na
2420,0,0.0,Q: You discover a beautiful island upon which you may build your own society. You make the rules. What is the first rule you put into place?<br>A: Kindness to all  or your exiled to the shark sea.
2421,0,0.0,Q: You just got a free plane ticket to anywhere. You have to depart right now. Where are you gonna go?<br>A: EGYPT! :)
2422,0,0.0,Q: you know.. you&#039;re pretty cool :]<br>A: thank you very much. You seem pretty cool as well :] ha
2423,0,0.0,Q: you like painting?<br>A: yes I love it. its a funny hobbie and way to express yourself :)
2424,0,0.0,na
2425,0,0.0,Q: You walk into class theres a note on your desks that says &quot;Senorita&quot; im waiting for you ... who is it from? what are you thinking?<br>A: I would say what freakin mexican is trying to pick me up lol i would have no idea who it is..and i would be thinking what a silly person. and throw it away.
2426,0,0.0,Q: you watch NBA?<br>A: Not too much
2427,0,0.0,Q: you were given two plane tickets to the Philippines..all expenses paid..who will you take with you?<br>A: Hmmm..prolly timmy and to come see you! :] ahaha
2428,0,0.0,Q: you would know if youd answer ur phone!!!<br>A: i know. im sorry :( haha
2429,0,0.0,Q: you&#039;re reallly really pretty (: haha. but honestly.<br>A: Aww thanks a ton. but honestly what?
2430,0,0.0,Q: You&#039;ve been kidnapped by aliens.  What do they feed you?<br>A: alien brains. go figure haha
2431,0,0.0,Q: Your at a club &amp;&amp; a bitch gives you a dirty look &amp; starts laughing while pointing at you! You _______?(WHAT DO YOU DO) guys;; Do you start drama or are you the ones who shrug it off?<br>A: Shrug it off. I'm prolly there to have a good time so i wouldnt phase it.
2432,0,0.0,Q: your boyfriend/girlfriend just left you for someone else do you go kelly clarkson on &#039;em and mess up their apartment or just let it go?<br>A: In my case  it would depend on why he left me but I would definantly go one of either ways if needed be.
2433,0,0.0,Q: your favorite quotation<br>A: what you cant change is not what matters its what you can change.
2434,0,0.0,Q: Your gorgeous :)<br>A: Thank you miss pretty yourself :]
2435,0,0.0,Q: Your home alone  you hear someone trying to break in  what do you do?<br>A: Get dressed! haha and then grab one of the three or four things i said and beat the living crap out of them haha
2436,0,0.0,Q: your mom just told your dad to go sleep on the couch what are they fighting over?<br>A: hmm money.
2437,0,0.0,Q: your opinion really helped ;> thanks ;><br>A: Noo problem :] anytime.
2438,0,0.0,Q: your parents tell you that you need to change your name into any animal name that you want.. what would be your name?<br>A: Hmm..sloth is what came to mind lol but its not really what I wanted. haha maybe  dragon :]
2439,0,0.0,Q: Your traveling once again at night  you notice someone has been following you  what do you do?<br>A: DOnt PULL ovER!!! Never do that. Just keep going until your somewhere public and really well lighted all around. and then maybe go there until they leave. idk that would be freaky
2440,0,0.0,Q: your typical outfit is..<br>A: typical. jeans and a cute blousee
2441,0,0.0,Q: Your very pretty.<br>A: Thank you :] who ever you are.
2442,0,0.0,Q: yuuur so pretttty (:<br>A: Well thank you :] you are too!
2443,0,0.0,Q: Do you know who keeps posting about weiner-poop on my page???<br>A: lmao  i know its from south park :D
2444,0,0.0,Q: Ive just been chillin.<br>A: sounds puuurty legit. :)
2445,1,2.333333333333333,"""""""Lmao You So Dumb!""""""Lmao You so Dumb!"
2446,1,2.0,"""809 9501 Alexis's phone number,,Ima post it on myspace;you l;ittle bitch,;I'll kill you""""""""You little bitch ! haha &you bettter nott ; ill kill you <3"""""""
2447,0,0.0,Q: ahahahaha yer needd yaa phonee<3&#39; ahah &quot;&quot; and our parents were like owww yhu stratched me.!&quot;<br>A: i do have it hoe<3
2448,0,0.0,Q: Aleeeexis&amp;&amp;<3 Wooah babyyyyy girl! =] I miss u alotta. I dunnt gotz my phizzle ;p wee neeeeeeed 2 hang again!!?!?!!? Reeemembr whn. We went shoppn????! Bahahaha u wants all those Bob Marley thingys N Rastaaa???<33 bahaha well &quot;one love&quot; haaa  -Andrea<br>A: Ehh? I don't remember! ;0 haaaha but I love Bob Marley and all that shit lolz so prollyy(: but your name doesn't ring a bell! D: fucking amnesia :/
2449,0,0.0,Q: Alexis  Is A Bitch Whorer Hahha Jk Alexis I Love You  r Its Anthony.Formspring&#39;s Being A Doucher So I Cant Login In:D<br>A: Well   I guess I love youu too whore(:
2450,0,0.0,Q: alexis im glad that you...and mee both got big ass boobs(; ahahahahaa.!!!!!oh and butts=p<br>A: Haha I know huh(: lol jealous bitches
2451,0,0.0,Q: ALEXIS LEXI I CALL YOU LEXI IYTS CUUTE WELL I AINT WANTIN TO START SHIYT I JUST THINK YOU GUYS COO I AINT FAKE AND MY FRIENDS AND HATERZ WROTE THAT SHIT TO ME HAHHHAHAHAHAH! FUNNAY SHIT RIYTE THERR BUT YEAH I SORRY FOR MESSN WITHCHEW GUYS<br>A: Okay thenn?
2452,0,0.0,Q: Alexis My Stomach Hurts :/<br>A: Lmao   wantt me to rub itt ?!(:
2453,0,0.0,Q: Alexis Sister<3(:<br>A: I lovee youu<33
2454,0,0.0,Q: alexis....i&#39;ve had the biggest crush on you for awhile!  i don&#39;t go on here a lot.  but please message me on www.findersingle.com under the username &quot;wishfulthinker&quot;.  please don&#39;t get all weird.  =)<br>A: Haha (: whatever that is
2455,0,0.0,Q: AlexisNicoleHodnett is my besttestt frann<3(: iloveyouu Lexiflagss(:<br>A: Hell yahh(; LOl I love you too babeyyygirl<3 no matterr what
2456,0,0.0,Q: Alexisssss! Fukk thozz haters ma! they dumb they aint gona do shtt to you!!!!! they meet hell they decide 2 touchhh yyyyou. i love you<3333 -Remz<br>A: I love yoou too Remy<3 They arnt gonna do shit they won't even put their names . I don't care much for them they love me!(: No Bitchassness Allowed!!
2457,0,0.0,Q: Are you bi?<br>A: I would call it being curious   but naah(: Aree you ?
2458,0,0.0,Q: Are you still sinqle.?<br>A: Noope .
2459,0,0.0,Q: Are your nippleSz pierced?<br>A: Hell yeaaa how'd youu knoww?
2460,0,0.0,Q: Awhh shit Dx who your man.?<br>A: (: Taelin Walker Webb <3
2461,0,0.0,Q: Ay u single ma?<br>A: Nahh<3
2462,1,2.6666666666666665,"""Calling someone else """"fake"""", and being generally confronting.""fuckkin FAKE"
2463,0,0.0,Q: B muhh qirl babe   cuhh I kan qive you thaa world <3<br>A: Awee'  your gonna hand it too mee? Lol
2464,0,0.0,Q: Beach or Mountains?<br>A: Beachhh !
2465,0,0.0,Q: Beach or Waterpark?<br>A: Waterparkk .
